Chem_name,CAS,consensus_2_agonist,Potency_class_2_agonist,consensus_2_antagonist,Potency_class_2_antagonist
4-tert-butyl hydrogen N-[(9H-fluoren-9-ylmethoxy)carbonyl]-L-aspartate,71989-14-5,0,Inactive,0,Inactive
5-tert-butyl N-[(9H-fluoren-9-ylmethoxy)carbonyl]-2-aminoglutarate,71989-18-9,0,Inactive,0,Inactive
N2-[(9H-fluoren-9-ylmethoxy)carbonyl]-L-glutamine,71989-20-3,0,Inactive,0,Inactive
N-[(9H-fluoren-9-ylmethoxy)carbonyl]-L-isoleucine,71989-23-6,0,Inactive,0,Inactive
N6-(tert-butoxycarbonyl)-N2-[(9H-fluoren-9-ylmethoxy)carbonyl]-L-lysine,71989-26-9,0,Inactive,0,Inactive
O-(tert-butyl)-N-[(9H-fluoren-9-ylmethoxy)carbonyl]-L-serine,71989-33-8,0,Inactive,0,Inactive
N-[(9H-fluoren-9-ylmethoxy)carbonyl]-O-isopropyl-L-threonine,71989-35-0,0,Inactive,0,Inactive
O-(tert-butyl)-N-[(9H-fluoren-9-ylmethoxy)carbonyl]-L-tyrosine,71989-38-3,0,Inactive,0,Inactive
"2,6-Methano-3-benzazocin-8-ol, 6-ethyl-1,2,3,4,5",71990-00-6,1,VeryWeak,1,VeryWeak
2-[4-[1-[4-(2-hydroxyethoxy)phenyl]-1-methylethyl]phenoxy]ethyl acrylate,72004-73-0,0,Suspicious,0,Inactive
vadocaine,72005-58-4,0,Inactive,0,Inactive
1-ethyl-1-methyl-3-phenylpropyl acetate,72007-81-9,0,Inactive,0,Inactive
tetradecahydrocyclododeca[b]furan,72013-84-4,0,Suspicious,0,Suspicious
"2,7-Naphthalenedisulfonic acid, 3,3'-[1,2-diazenediylbis(4,1-phenylene-2,1-diazenediyl)]bis[5-amino-4-hydroxy-, sodium salt (1:4)",72017-89-1,0,Inactive,0,Inactive
"tetrasodium 5-amino-3-[[4-[[4-[(8-amino-1-hydroxy-3,6-disulphonato-2-naphthyl)azo]-3-methoxyphenyl]azo]phenyl]azo]-4-hydroxynaphthalene-2,7-disulphonate",72017-91-5,0,Inactive,0,Inactive
1-ethyl-6-methylcyclohexene,72018-30-5,0,Inactive,0,Suspicious
Leukotriene C4,72025-60-6,0,Inactive,0,Inactive
"(Z,Z)-N,N2-bis[3-(octadec-9-enylamino)propyl]-L-asparagine",72050-94-3,0,Inactive,0,Inactive
Leukotriene A4,72059-45-1,0,Inactive,0,Inactive
codorphone,72060-05-0,0,Suspicious,0,Inactive
"2H-Pyran, tetrahydro-2-[2-methoxy-4-(2-propenyl)phenoxy]-",72066-75-2,0,Inactive,0,Inactive
methyl 4-[[[3-[[2-hydroxy-3-[[(2-methoxyphenyl)amino]carbonyl]-1-naphthyl]azo]-4-methylphenyl]sulphonyl]oxy]benzoate,72066-77-4,0,Inactive,0,Inactive
"1,3,5-Decatriene",72084-26-5,0,Inactive,0,Inactive
"?,2,2,3-tetramethylcyclopent-3-ene-1-butanol",72089-08-8,0,Inactive,0,Inactive
"2,7-Naphthalenedisulfonic acid, 4-amino-6-[2-[4-[[[4-[2-(2,4-diaminophenyl)diazenyl]phenyl]amino]sulfonyl]phenyl]diazenyl]-5-hydroxy-3-[2-(4-nitrophenyl)diazenyl]-",72089-20-4,0,Inactive,0,Inactive
"4-amino-6-[[4-[[[4-[(2,4-diaminophenyl)azo]phenyl]amino]sulphonyl]phenyl]azo]-5-hydroxy-3-[(4-nitrophenyl)azo]naphthalene-2,7-disulphonic acid, potassium salt",85223-29-6,0,Inactive,0,Inactive
"2,7-Naphthalenedisulfonic acid, 4-amino-6-[2-[4-[[[4-[2-(2,4-diaminophenyl)diazenyl]phenyl]amino]sulfonyl]phenyl]diazenyl]-5-hydroxy-3-[2-(4-nitrophenyl)diazenyl]-, lithium salt (1:?)",102082-94-0,0,Inactive,0,Inactive
"Methylium, [4-(dimethylamino)phenyl] bis[4-(ethylamino)-3-methylphenyl]-, chloride",72102-56-8,0,Inactive,0,Inactive
"Methylium, bis[4-(dimethylamino)phenyl] [4-(ethylamino)-3-methylphenyl]-, chloride",72102-64-8,0,Inactive,0,Inactive
"Methylium, bis[4-(dimethylamino)phenyl][4-(ethylamino)-3-methylphenyl]-, acetate (1:1)",72102-66-0,0,Inactive,0,Inactive
"5-((2,3-DIHYDRO-6-METHYL-2-OXO-1H- BENZIMIDAZOL-5-YL)AZO)-2,4,6(1H,3H,5H)- PYRIMIDINETRIONE",72102-84-2,0,Inactive,0,Inactive
"1-Penten-3-one, 2-methyl-1-(2,6,6-trimethyl-2-cyclohexen-1-yl)-",72117-72-7,1,Weak,1,Weak
"3H-Dibenz[f,ij]isoquinoline-1-carboxylic acid, 6-[(4-chloro-2-sulfophenyl)amino]-2,7-dihydro-4(or 5)-methyl-2,7-dioxo-, 1-ethyl ester",72121-77-8,0,Inactive,0,Inactive
sulotroban,72131-33-0,0,Inactive,0,Inactive
"11-(anthraquinon-1-ylamino)anthra[2,1,9-mna]naphth[2,3-h]acridine-5,10,15(16H)-trione",72138-96-6,0,Inactive,0,Inactive
"2,7-Naphthalenedisulfonic acid, 5-[[2,4-dihydroxy-5-[[4-( phenylamino)-3-sulfophenyl]azo]phenyl]azo]-4-hydroxy -3-[(4-nitrophenyl)azo]-",72138-99-9,0,Inactive,0,Inactive
"2-Naphthalenesulfonic acid, 3-[(2-chloro-4-nitrophenyl) azo]-4-hydroxy-7-[[2-hydroxy-4-[[3-hydroxy-4-[[4 -[(4-nitro-2-sulfophenyl)amino]phenyl]azo]phenyl]amin o]phenyl]azo]-",72139-00-5,0,Inactive,0,Inactive
"trisodium 4-[[5-[[(2,3-dichloro-6-quinoxalinyl)carbonyl]amino]-2-sulphonatophenyl]azo]-4,5-dihydro-1-(2-methyl-4-sulphonatophenyl)-5-oxo-1H-pyrazole-3-carboxylate",72139-14-1,0,Inactive,0,Inactive
"disodium 1-amino-4-[[3-[(5-chloro-2,6-difluoro-4-pyrimidinyl)amino]-2-methyl-5-sulphonatophenyl]amino]-9,10-dihydro-9,10-dioxoanthracene-2-sulphonate",72139-17-4,0,Inactive,0,Inactive
"disodium 5,5'-[(1,4-dioxobut-2-ene-1,4-diyl)bis(imino-p-phenyleneazo)]disalicylate",72139-21-0,0,Inactive,0,Inactive
"disodium 4-[[4,5-dihydro-3-methyl-5-oxo-1-(4-sulphonatophenyl)-1H-pyrazol-4-yl]azo]-4'-[(2,5,6-trichloropyrimidin-4-yl)amino][1,1'-biphenyl]-3-sulphonate",72139-23-2,0,Inactive,0,Inactive
LOSULAZINE,72141-57-2,0,Inactive,0,Inactive
"Carbamothioic acid, [[2-[[4-hydroxy-3-[[[2-(tetradecyloxy) phenyl]amino]carbonyl]-1-naphthalenyl ]oxy]-5-nitrophenyl]methyl](1-methylethyl)-, S-(1-phenyl-1H-tetrazol-5-yl) ester",72143-89-6,0,Inactive,0,Inactive
"trisodium 5-[[4-[(5-chloro-2,6-difluoro-4-pyrimidinyl)amino]benzoyl]amino]-4-hydroxy-3-[(2-sulphonatophenyl)azo]naphthalene-2,7-disulphonate",72152-49-9,0,Inactive,0,Inactive
trisodium 2-[[6-[[4-[[6-(benzoylamino)-1-hydroxy-3-sulphonato-2-naphthyl]azo]-3-methylbenzoyl]amino]-1-hydroxy-3-sulphonato-2-naphthyl]azo]benzoate,72152-50-2,0,Inactive,0,Inactive
"pentasodium 5-[[[7-[[5-[(3-carboxylato-4-hydroxyphenyl)azo]-2-sulphonatophenyl]azo]-8-hydroxy-3,6-disulphonato-1-naphthyl]amino]sulphonyl]salicylate",72152-56-8,0,Inactive,0,Inactive
"disodium 2,4-dihydroxy-5-[(2-hydroxy-3-nitro-5-sulphonatophenyl)azo]benzoate",72152-59-1,0,Inactive,0,Inactive
"disodium 6,6'-[(9,10-dihydro-9,10-dioxo-1,4-anthrylene)diimino]bis[4-bromo-3,5-diethyltoluene-2-sulphonate]",72152-60-4,0,Inactive,0,Inactive
"sodium 1-amino-4-[(3,5-dibromo-2,4,6-trimethylphenyl)amino]-9,10-dihydro-9,10-dioxoanthracene-2-sulphonate",72152-61-5,0,Inactive,0,Inactive
"disodium 3-[[4-amino-9,10-dihydro-3-[2-hydroxy-3-(sulphonatooxy)propoxy]-9,10-dioxo-1-anthryl]amino]-2,4,6-trimethylbenzenesulphonate",72152-62-6,0,Inactive,0,Inactive
"N-[3-(isodecyloxy)propyl]propane-1,3-diamine",72162-46-0,0,Inactive,0,Inactive
methyl 3-bicyclo[2.2.1]hept-5-en-2-yl-3-methyloxirane-2-carboxylate,72175-33-8,0,Inactive,0,Inactive
2-[2-(2-methoxyethoxy)ethoxy]anthraquinone,72175-36-1,0,Suspicious,0,Suspicious
"Poly(oxy-1,2-ethanediyl), ?-hydro-?-hydroxy-, ether with methyl D-glucopyranoside, octadecanoate (8:2:3)",72175-39-4,0,Inactive,0,Inactive
1-methyl-2-(1-methylpropyl)cyclohexyl acetate,72183-75-6,0,Inactive,0,Inactive
"disodium [(9,10-dihydro-9,10-dioxoanthracene-1,4-diyl)diimino]bis(1,2,3,4-tetrahydronaphthalenesulphonate)",72187-18-9,0,Inactive,0,Inactive
"Carbonodithioic acid, O-(2-methylbutyl) ester, sodium salt",72187-33-8,0,Inactive,0,Inactive
"trisodium 4,5-dihydro-5-oxo-4-[[4-[[[3-[[2-(sulphonatooxy)ethyl]sulphonyl]phenyl]amino]carbonyl]phenyl]azo]-1-(4-sulphonatophenyl)-1H-pyrazole-3-carboxylate",72187-36-1,0,Inactive,0,Inactive
tetradecyl 2-ethylhexanoate,72201-45-7,0,Inactive,0,Inactive
"Iron, complexes with diazotized 5-amino-2-(phenylamino)benzenesulfonic acid monosodium salt coupled with 4-[(2-hydroxy-3,5-dinitrophenyl)azo]-1,3-benzenediol, diazotized 4-nitrobenzenamine and diazotized 3-aminobenzenesulfonic acid monosodium salt",72207-77-3,0,Suspicious,0,Suspicious
"Phosphoric acid, C12-15-alkyl esters, compds. with polyethylene glycol mono[2-(dibutylamino)ethyl] ether",72207-81-9,0,Inactive,0,Inactive
"Benzaldehyde, 4-(acetyloxy)-3-ethoxy-",72207-94-4,0,Inactive,0,Inactive
4(or 6)-methyl-2-propylhex-2-enal,72208-09-4,0,Inactive,0,Inactive
"2-[2-[4-[(2-cyanoethyl)ethylamino]-o-tolyl]vinyl]-1,3,3-trimethyl-3H-indolium dihydrogen phosphate",72208-20-9,0,Inactive,0,Inactive
"3H-Indolium, 2-[2-[4-[(2-cyanoethyl)ethylamino] -2-methylphenyl]ethenyl]-1,3,3-trimethyl -, sulfate (1:1)",74398-70-2,0,Inactive,0,Inactive
"3-[(4-amino-3-bromo-9,10-dihydro-9,10-dioxo-1-anthryl)amino]propyltrimethylammonium methyl sulphate",72208-24-3,0,Inactive,0,Inactive
[4-[[3-chloro-4-[(2-cyanoethyl)amino]phenyl]azo]phenacyl]trimethylammonium chloride,72208-25-4,0,Inactive,0,Inactive
"7,7'-[(4,6-dihydroxy-m-phenylene)diazo]bis(naphthalene-1,3-disulphonic) acid, compound with N,N'-di(o-tolyl)guanidine (1:4)",72208-28-7,0,Inactive,0,Inactive
"2-Naphthalenesulfonic acid, 7-amino-4-hydroxy-3-[[2-methoxy- 4-[(3-sulfophenyl)azo]phenyl]azo]-, compd. with 2,2',2''-nitrilotris[ethanol] (1:2)",72208-31-2,0,Inactive,0,Inactive
"3H-Indolium, 2-[2-[4-(diethylamino)-2- methylphenyl]ethenyl]-1,3,3-trimethyl-, [2S-(2?,5?,6)]-, phosphate (1:1)",72208-34-5,0,Inactive,0,Inactive
"trisodium 1-amino-4-[[3-[[4-chloro-6-[(sulphonatophenyl)amino]-1,3,5-triazin-2-yl]amino]-2,4,6-trimethyl-5-sulphonatophenyl]amino]-9,10-dihydro-9,10-dioxoanthracene-2-sulphonate",72214-18-7,0,Inactive,0,Inactive
N-[4-chloro-2-[(2-cyano-4-nitrophenyl)azo]-5-[(2-hydroxypropyl)amino]phenyl]acetamide,72214-20-1,0,Inactive,0,Inactive
"[(9,10-dihydro-9,10-dioxo-1,4-anthrylene)bis(iminopropane-1,3-diyl)]bis[benzyldimethylammonium] dichloride",72214-26-7,0,Inactive,0,Inactive
"3-(2,6,6-trimethyl-1-cyclohexen-1-yl)acrylonitrile",72214-33-6,0,Suspicious,0,Suspicious
"trisodium 5,5'-[(2-sulphonato-1,4-phenylene)bis(azo)]bis(salicylate)",72230-95-6,0,Inactive,0,Inactive
retelliptine,72238-02-9,0,Inactive,0,Inactive
"disodium 1-amino-4-[[3-[[(5-chloro-2,6-difluoro-4-pyrimidinyl)methylamino]methyl]-4-methoxysulphonatophenyl]amino]-9,10-dihydro-9,10-dioxoanthracene-2-sulphonate",72243-89-1,0,Inactive,0,Inactive
"Poly[oxy(methyl-1,2-ethanediyl)], ?-hydro-?-hydroxy-, ether with 2,2-bis(hydroxymethyl)-1,3-propanediol (4:1), 2-hydroxy-3-mercaptopropyl ether",72244-98-5,0,Inactive,0,Inactive
"Benzoic acid, 3,3'-[thiobis(2,1-phenyleneazo)]bis[6-hydroxy-",72245-48-8,0,Inactive,0,Inactive
"5-[[1-hydroxy-6-(phenylamino)-3-sulpho-2-naphthyl]azo]-8-[[7-sulpho-4-[(3-sulphophenyl)azo]-1-naphthyl]azo]naphthalene-2-sulphonic acid, sodium salt",72245-51-3,0,Inactive,0,Inactive
"8-[[1-hydroxy-6-(phenylamino)-3-sulpho-2-naphthyl]azo]-5-[[6-sulpho-4-[(3-sulphophenyl)azo]-1-naphthyl]azo]naphthalene-2-sulphonic acid, sodium salt",72245-52-4,0,Inactive,0,Inactive
"8-[1-hydroxy-6-(phenylamino)-3-sulpho-2-naphthyl)azo]-5-[[7-sulpho-4-[(3-sulphophenyl)azo]-1-naphthyl]azo]naphthalene-2-sulphonic acid, sodium salt",72245-53-5,0,Inactive,0,Inactive
"2-Naphthalenesulfonic acid, 5-[[1-hydroxy-6-(phenylamino) -3-sulfo-2-naphthalenyl]azo]-8-[[6-sulfo-4-[(3 -sulfophenyl)azo]-1-naphthalenyl]azo]-, sodium salt",72245-54-6,0,Inactive,0,Inactive
"2,7-Naphthalenedisulfonic acid, 4-amino-3-[2-[4-[[[4-[2-(7-amino-1-hydroxy-3-sulfo-2-naphthalenyl)diazenyl]phenyl]amino]carbonyl]phenyl]diazenyl]-5-hydroxy-6-(2-phenyldiazenyl)-, sodium salt (1:?)",72245-55-7,0,Inactive,0,Inactive
"Propanoic acid, 3,3'-thiobis[2-methyl-, dimethyl ester",72259-19-9,0,Inactive,0,Inactive
"2,5-Pyrrolidinedione, 1-[2-[[2-[[2-[(2-aminoethyl) amino]ethyl]amino]ethyl]amino]ethyl]-, monopolyisobutenyl derivs., reaction products with molybdenum oxide (M0O3), sulfurized",72269-41-1,0,Inactive,0,Inactive
"1H-Thioxantheno[2,1,9-def] isoquinoline-1,3(2H)-dione, 2-(1-oxooctadecyl)-",72269-57-9,0,Inactive,0,Inactive
sodium N-acetyl-2-[[2-hydroxy-3-[(2-methoxyanilino)carbonyl]-1-naphthyl]azo]sulphanilate,72269-59-1,0,Inactive,0,Inactive
"2-[4-[1,5-dihydro-3-methyl-5-oxo-1-(4-sulphophenyl)-4H-pyrazol-4-ylidene]but-2-enylidene]-3-ethyl-2,3-dihydrobenzoxazole-5-sulphonic acid",72269-63-7,0,Inactive,0,Inactive
"Propanoic acid, 2-hydroxy-, compd. with N-[3-(4-morpholinyl)propyl]isooctadecanamide (1:1)",72300-24-4,0,Inactive,0,Inactive
VIROXIME,72301-78-1,0,Inactive,0,Suspicious
"1H-BENZIMIDAZOL-2-AMINE, 6-[(HYDROXYIMINO)PHENYL",72301-79-2,0,Inactive,0,Suspicious
"2,7-naphthalenedisulfonic acid, nickel(II) sal",72319-19-8,0,Inactive,0,Inactive
"2,7-Naphthalenedisulfonic acid",92-41-1,0,Inactive,0,Inactive
Stepronin,72324-18-6,0,Inactive,0,Inactive
"1H-Imidazolium, 2-(8-heptadecenyl)-4,5-dihydro- 1-(2-hydroxyethyl)-1-(2-hydroxy-3-sulfopropyl )-, hydroxide, inner salt",72333-18-7,0,Inactive,0,Inactive
"triisotridecyl benzene-1,2,4-tricarboxylate",72361-35-4,0,Suspicious,0,Inactive
"2,6,6-trimethylbicyclo[3.1.1]heptane-3-thiol",72361-41-2,0,Inactive,0,Inactive
"rhodium(3+) 2,6,6-trimethylbicyclo[3.1.1]heptane-3-thiolate",100432-49-3,0,Inactive,0,Inactive
"Poly(oxy-1,2-ethanediyl), ?-(4-sulfobutyl)-?-(4-sulfobutoxy)-, disodium salt",72361-57-0,0,Inactive,0,Inactive
"4-[(1-amino-9,10-dihydro-4-hydroxy-9,10-dioxo-2-anthryl)oxy]-N-(3-ethoxypropyl)benzenesulphonamide",72363-26-9,0,Inactive,0,Inactive
"hydrogen triiodomercurate(1-), compound with 3-methyl-3H-benzothiazol-2-imine (1:1)",72379-35-2,0,Inactive,0,Inactive
"bis[5-[[4-[benzylethylamino]phenyl]azo]-1,4-dimethyl-1H-1,2,4-triazolium] tetrachlorozincate",72379-36-3,0,Inactive,0,Inactive
"bis[3-[[4-[benzylethylamino]phenyl]azo]-1,2-dimethyl-1H-1,2,4-triazolium] tetrachlorozincate(2-)",72379-37-4,0,Inactive,0,Inactive
"disodium 2,5-dichloro-4-[4-[[5-[(5-chloro-2,6-difluoro-4-pyrimidyl)amino]-2-sulphonatophenyl]azo]-4,5-dihydro-3-methyl-5-oxo-1H-pyrazol-1-yl]benzenesulphonate",72379-41-0,0,Inactive,0,Inactive
"Benzenesulfonic acid, 4-[[5-[(5-chloro-2-hydroxyphenyl) azo]-2,4-dihydroxyphenyl]azo]-, monosodium salt",72379-57-8,0,Inactive,0,Inactive
"sodium ?-(chloroacetamido)[4-[[4-(cyclohexylamino)-9,10-dihydro-9,10-dioxo-1-anthryl]amino]phenoxy]xylenesulphonate",72391-24-3,0,Inactive,0,Inactive
dichlozolinate,72391-46-9,0,Inactive,0,Inactive
"ethyl (RS)-3-(3,5-dichlorophenyl)-5-methyl-2,4-dioxooxazolidine-5-carboxylate",84332-86-5,0,Inactive,0,Inactive
"3-isopropenyl-1,2-dimethylcyclopentan-1-ol",72402-00-7,0,Suspicious,0,Suspicious
"Phenol, 2-chloro-6-methoxy-",72403-03-3,0,Suspicious,0,Suspicious
sodium bis[2-[[5-(aminosulphonyl)-2-hydroxyphenyl]azo]-N-(2-ethylhexyl)-3-oxobutyramidato(2-)]cobaltate(1-),72403-31-7,0,Inactive,0,Inactive
Isopentyl methyl disulfide,72437-56-0,0,Inactive,0,Inactive
PERAFENSINE,72444-62-3,0,Inactive,0,Inactive
LODIPERONE,72444-63-4,0,Inactive,0,Inactive
"4,8-Epithioazulene, decahydro-3a-methyl-7-methylene- 1-(1-methylethyl)-, [1S-(1?,3a?,4? ,8?,8a?)]-",72445-42-2,0,Inactive,0,Inactive
"7-chloro-3-(1H-imidazol-1-yl)-1,2,4-benzotriazine 1-oxide",72459-58-6,0,Inactive,0,Inactive
LR 99853,72467-44-8,0,Inactive,0,Inactive
"sodium 4-chloro-3-[4-[[5-chloro-2-(2-chlorophenoxy)phenyl]azo]-4,5-dihydro-3-methyl-5-oxo-1H-pyrazol-1-yl]benzenesulphonate",72479-28-8,0,Inactive,0,Inactive
HP-522,72481-99-3,0,Inactive,0,Inactive
spizofurone,72492-12-7,0,Suspicious,0,Suspicious
queuine,72496-59-4,0,Inactive,0,Inactive
"trisodium 5-[[2,4-dihydroxy-5-[[4-[(4-nitro-2-sulphonatophenyl)amino]phenyl]azo]phenyl]azo]-8-[[4-[(4-nitro-2-sulphonatophenyl)amino]phenyl]azo]naphthalenesulphonate",72496-92-5,0,Inactive,0,Inactive
eptazocine,72522-13-5,1,Moderate,1,Strong
serricornin,72522-40-8,0,Inactive,0,Inactive
U 56295,72542-56-4,0,Inactive,0,Inactive
GADOTERIC ACID,72573-82-1,0,Inactive,0,Inactive
isooctadecyl palmitate,72576-80-8,0,Inactive,0,Inactive
"N-(2-methoxyethyl)benzene-1,4-diamine dihydrochloride",72584-59-9,0,Inactive,0,Inactive
BERMOPROFEN,72619-34-2,0,Suspicious,0,Suspicious
pentacosafluorotridecanoic acid,72629-94-8,0,Inactive,0,Inactive
"Heptanedioic acid, bis(2-ethylhexyl) ester",72630-12-7,0,Inactive,0,Inactive
"tetrasodium 7-[[4-[[(2,3-dichloro-6-quinoxalinyl)carbonyl]amino]-5-sulphonato-1-naphthyl]azo]naphthalene-1,3,5-trisulphonate",72639-29-3,0,Inactive,0,Inactive
"1,5-Naphthalenedisulfonic acid, 2-[[8-[[(2,3-dichloro-6-quinoxalinyl) carbonyl]amino]-1-hydroxy-3,6-disulfo -2-naphthalenyl]azo]-, tetrasodium salt",72639-31-7,0,Inactive,0,Inactive
"1,4-Benzenedisulfonic acid, 2-[[4-[[4-[[(2,3-dichloro- 6-quinoxalinyl)carbonyl]amino]-5-sulfo-1-naphthalenyl ]azo]-7-sulfo-1-naphthalenyl]azo]-, tetrasodium salt",72639-37-3,0,Inactive,0,Inactive
"2-[[4-[[4-[[(2,3-dichloro-6-quinoxalinyl)carbonyl]amino]-5-sulpho-1-naphthyl]azo]-7-sulpho-1-naphthyl]azo]benzene-1,4-disulphonic acid, lithium sodium salt",83399-85-3,0,Inactive,0,Inactive
nitrophenyl 3-[[2-hydroxy-3-[(2-methylphenyl)carbamoyl]-1-naphthyl]azo]-4-methoxybenzenesulphonate,72639-39-5,0,Inactive,0,Inactive
"Benzenesulfonic acid, 2(or 5)-(1,1-dimethylethyl)-5(or 2)-[[4-[[4-(1,1-dimethylethyl) phenyl]amino]-9,10-dihydro-9,10-dioxo-1-anthracenyl ]amino]-, sodium salt",72659-70-2,0,Inactive,0,Inactive
"5,5-dithiodi-1,3,4-thiadiazole-2(3H)-thione",72676-55-2,0,Inactive,0,Inactive
ammonium sodium 2-[4-[[1-[[(2-methoxy-5-methyl-4-sulphonatophenyl)amino]carbonyl]-2-oxopropyl]azo]phenyl]-6-methylbenzothiazole-7-sulphonate,72705-24-9,0,Inactive,0,Inactive
disodium 2-[4-[[1-[[(2-methoxy-5-methyl-4-sulphonatophenyl)amino]carbonyl]-2-oxopropyl]azo]phenyl]-6-methylbenzothiazole-7-sulphonate,72705-26-1,0,Inactive,0,Inactive
2-(bromomethyl)propenoic acid,72707-66-5,0,Inactive,0,Inactive
viqualine,72714-74-0,0,Inactive,0,Inactive
IVOQUALINE,72714-75-1,0,Inactive,0,Inactive
piritrexim,72732-56-0,0,Inactive,0,Inactive
Piritrexim isethionate,79483-69-5,0,Inactive,0,Inactive
"sodium 1-amino-9,10-dihydro-4-[[4-[(2-naphthylsulphonyl)amino]cyclohexyl]amino]-9,10-dioxoanthracene-2-sulphonate",72749-78-1,0,Inactive,0,Inactive
"1-amino-9,10-dihydro-4-[[4-[(2-naphthylsulphonyl)amino]cyclohexyl]amino]-9,10-dioxoanthracene-2-sulphonic acid",83027-33-2,0,Inactive,0,Inactive
"disodium 4,4'-[(9,10-dihydro-9,10-dioxo-1,4-anthrylene)diimino]bis[3,5-diethyltoluene-2-sulphonate]",72749-79-2,0,Inactive,0,Inactive
"hydrogen 9-amino-7-phenyl-5-(phenylamino)-4,10-disulphonatobenzo[a]phenazinium, disodium salt",72749-80-5,0,Inactive,0,Inactive
"Benzenesulfonic acid, 5-[[2,4-dihydroxy-5-[(4-sulfophenyl) azo]phenyl]azo]-2,4-dimethyl-, disodium salt",72749-81-6,0,Inactive,0,Inactive
"disodium 4,4'-[(9,10-dihydro-5,8-dihydroxy-9,10-dioxo-1,4-anthrylene)diimino]bis[3,5-diethyltoluene-2-sulphonate]",72749-82-7,0,Inactive,0,Inactive
"2-Naphthalenesulfonic acid, 7,7'-(carbonyldiimino)bis[ 4-hydroxy-3-[(2-methylphenyl)azo]-, disodium salt",72749-87-2,0,Inactive,0,Inactive
"disodium 7,7'-(carbonyldiimino)bis[4-hydroxy-3-[(2-methoxyphenyl)azo]naphthalene-2-sulphonate]",72749-88-3,0,Inactive,0,Inactive
"disodium [(9,10-dihydro-9,10-dioxo-1,4-anthrylene)bis[imino[3-isopropylpropane-1,3-diyl]]]bis(benzenesulphonate)",72749-90-7,0,Inactive,0,Inactive
2-piperidin-1-yl-benzonitrile,72752-52-4,0,Inactive,0,Inactive
"Chromate(7-), bis[4-(hydroxy-?O)-3-[2-[2-(hydroxy-?O)-5-nitro-3-sulfophenyl]diazenyl-?N1]-6-[(3-sulfophenyl)amino]-2-naphthalenesulfonato(5-)]-, sodium (1:7)",72765-47-0,0,Inactive,0,Inactive
sodium 3-[[4-[(4-ethoxyphenyl)azo]-1-naphthyl]azo]benzenesulphonate,72765-52-7,0,Inactive,0,Inactive
"1',2'-dihydro-6'-hydroxy-4'-methyl-2'-oxo-5'-[[4-(phenylazo)phenyl]azo]-1,3'-bipyridinium malate",72765-55-0,0,Inactive,0,Inactive
3-methyl-2-butenyl 3-methyl-2-butenoate,72779-06-7,0,Inactive,0,Inactive
"2-Octanol, 2-methyl-6-methylene-, formate",72785-12-7,0,Inactive,0,Inactive
3-methoxybutyl isobutyrate,72785-13-8,0,Inactive,0,Inactive
2-ethoxy-3-isopropylpyrazine,72797-16-1,0,Inactive,0,Inactive
"1-(3,-dimethylpyrazinyl)ethan-1-one",72797-17-2,0,Inactive,0,Inactive
"1-Cyclohexene-1-carboxylic acid, 2,6,6-trimethyl-, ethyl ester",72797-27-4,0,Inactive,0,Inactive
darodipine,72803-02-2,0,Inactive,0,Inactive
tepirindole,72808-81-2,0,Inactive,0,Inactive
"1,2,4(or 1,3,5)-trimethylcyclohex-3-ene-1-methanol",72812-40-9,0,Inactive,0,Inactive
2-[[4-[(5-bromo-2-cyano-3-nitrophenyl)azo]-3-methylphenyl]butylamino]ethyl acetate,72828-63-8,0,Inactive,0,Inactive
"[[4-[(2,6-dicyano-4-nitrophenyl)azo]-3-methylphenyl]amino]hexyl acetate",72828-64-9,0,Inactive,0,Inactive
AZO DYE N5,9004-57-3,0,Inactive,0,Inactive
"disodium 3,3'-[cyclohexylidenebis[4,1-phenyleneazo(4,5-dihydro-3-methyl-5-oxo-1H-pyrazole-4,1-diyl)]]bis[4-chlorobenzenesulphonate]",72828-65-0,0,Inactive,0,Inactive
"2-Anthracenesulfonic acid, 8-[[4-(1,1-dimethylethyl)-2-sulfophenyl]amino]-9,10-dihydro-1-hydroxy-5-[(1-methylethyl)amino]-9,10-dioxo-, sodium salt (1:?)",72828-68-3,0,Inactive,0,Inactive
"disodium 8-[[4-(1,1-dimethylethyl)-2-sulphonatophenyl]amino]-9,10-dihydro-1-hydroxy-5-[(1-methylethyl)amino]-9,10-dioxoanthracene-2-sulphonate",83027-45-6,0,Inactive,0,Inactive
"1,5-Naphthalenedisulfonic acid, 2-[[6-[(5-chloro-2,6-difluoro- 4-pyrimidinyl)amino]-1-hydroxy-3-sulfo-2-naphthalenyl ]azo]-, trisodium salt",72828-73-0,0,Inactive,0,Inactive
"disodium 4-[[5-[(3-amino-4-nitrophenyl)azo]-2,4-dihydroxyphenyl]azo]-5-hydroxynaphthalene-2,7-disulphonate",72828-77-4,0,Inactive,0,Inactive
"disodium 4,4'-[carbonylbis[imino[2-[(2-hydroxyacetyl)amino]-4,1-phenylene]azo]]bis[toluene-2-sulphonate]",72828-84-3,0,Inactive,0,Inactive
"sodium p-[4,5-dihydro-3-methyl-4-[[3-[(p-tolylamino)sulphonyl]-p-tolyl]azo]-5-oxo-1H-pyrazol-1-yl]benzenesulphonate",72828-87-6,0,Inactive,0,Inactive
