Chem_name,CAS,consensus_2_agonist,Potency_class_2_agonist,consensus_2_antagonist,Potency_class_2_antagonist
Pyridoxal phosphate hydrate,41468-25-1,0,Inactive,0,Inactive
Metaraminol,54-49-9,0,Suspicious,0,Suspicious
Metaraminol bitartrate,33402-03-8,0,Suspicious,0,Suspicious
METARAMINOL BITARTRATE,17171-57-2,0,Suspicious,0,Suspicious
4-Aminofolic acid,54-62-6,0,Inactive,0,Inactive
"L-Glutamic acid, N-[4-[[(2, 4-diamino-6-pteridinyl)methyl]amino]benzoyl]-, disodium salt (9CI)",58602-66-7,0,Inactive,0,Inactive
Pilocarpine hydrochloride,54-71-7,0,Inactive,0,Inactive
Pilocarpine,92-13-7,0,Inactive,0,Inactive
pilocarpine nitrate,148-72-1,0,Inactive,0,Inactive
Isoniazid,54-85-3,0,Inactive,0,Inactive
pyridine-4-carbohydrazide,62229-51-0,0,Inactive,0,Inactive
Sodium nicotinate,54-86-4,0,Inactive,0,Inactive
Nicotinic acid,59-67-6,0,Inactive,0,Inactive
Chromium nictinate,64452-96-6,0,Inactive,0,Inactive
aluminium trinicotinate,1976-28-9,0,Inactive,0,Inactive
cobalt dinicotinate,28029-53-0,0,Inactive,0,Inactive
Pyridine-3-carboxylic acid,123574-58-3,0,Inactive,0,Inactive
Pipobroman,54-91-1,0,Inactive,0,Inactive
Iproniazid,54-92-2,0,Inactive,0,Inactive
Iproniazid sulfate,36504-56-0,0,Inactive,0,Inactive
Iproniazid as phosphate,305-33-9,0,Inactive,0,Inactive
Pentylenetetrazol,54-95-5,0,Inactive,0,Inactive
"3,4-Diaminopyridine",54-96-6,0,Inactive,0,Inactive
"3,4-Diaminopyridine",452-58-4,0,Inactive,0,Inactive
"3,3',5-Triiodo-l-thyronine sodium salt",55-06-1,1,VeryWeak,1,Weak
"3,5,3'-Triiodothyronine",6893-02-3,1,VeryWeak,1,Weak
rathyronine,3130-96-9,1,VeryWeak,1,Weak
detrothyronine,5714-08-9,1,VeryWeak,1,Weak
N-Nitrosodiethylamine,55-18-5,0,Inactive,0,Inactive
Benzamide,55-21-0,0,Inactive,0,Inactive
Isonicotinic acid,55-22-1,0,Inactive,0,Inactive
Fenthion,55-38-9,0,Suspicious,0,Suspicious
Pheniprazine,55-52-7,0,Inactive,0,Inactive
beta-Phenylisopropylhydrazine hydrochloride,66-05-7,0,Inactive,0,Inactive
N-Methyl-p-aminophenol sulfate,55-55-0,0,Suspicious,0,Suspicious
N-Methyl-p-aminophenol,150-75-4,0,Suspicious,0,Suspicious
p-(methylamino)phenol sulphate,1936-57-8,0,Suspicious,0,Suspicious
Metoquinone,622-91-3,0,Suspicious,0,Suspicious
Chlorhexidine,55-56-1,0,Inactive,0,Inactive
Chlorhexidine diacetate,56-95-1,0,Inactive,0,Inactive
Chlorhexidine dihydrochloride,3697-42-5,0,Inactive,0,Inactive
"D-Gluconic acid, compd with N,N''-bis(4-chlorophenyl)-3,12-diimino-2,4,11,13-tetraazatetradecanediimidamide (2:1)",18472-51-0,0,Inactive,0,Inactive
Trinitroglycerin,55-63-0,0,Inactive,0,Inactive
Guanethidine,55-65-2,0,Inactive,0,Inactive
Guanethidine sulfate,60-02-6,0,Inactive,0,Inactive
Guanethidine,645-43-2,0,Inactive,0,Inactive
Bethanidine,55-73-2,0,Inactive,0,Inactive
Bethanidine sulfate,114-85-2,0,Inactive,0,Inactive
3'-Methyl-4-dimethylaminoazobenzene,55-80-1,0,Inactive,0,Inactive
Diisopropyl fluorophosphate,55-91-4,0,Inactive,0,Inactive
Methacholine,55-92-5,0,Inactive,0,Inactive
Methacholine chloride,62-51-1,0,Inactive,0,Inactive
Busulfan,55-98-1,0,Suspicious,1,VeryWeak
Lobeline hydrochloride,134-63-4,0,Suspicious,1,VeryWeak
6-Methyl-2-thiouracil,56-04-2,0,Inactive,0,Inactive
"2-Amino-4,6-dichloropyrimidine",56-05-3,0,Inactive,0,Inactive
"2,4-Diamino-6-hydroxypyrimidine",56-06-4,0,Inactive,0,Inactive
2-Amino-6-hydroxy-1H-pyrimidin-4-one,56-09-7,0,Inactive,0,Inactive
4-Aminobutanoic acid,56-12-2,0,Inactive,0,Inactive
GABA,3131-86-0,0,Inactive,0,Inactive
Succinate,56-14-4,0,Inactive,0,Inactive
Butanedioic acid,110-15-6,0,Inactive,0,Inactive
Cadmium butanedioate,141-00-4,0,Inactive,0,Inactive
Monosodium succinate,2922-54-5,0,Inactive,0,Inactive
calcium succinate,140-99-8,0,Inactive,0,Inactive
disodium succinate,150-90-3,0,Inactive,0,Inactive
magnesium succinate,556-32-1,0,Inactive,0,Inactive
mercury succinate,589-65-1,0,Inactive,0,Inactive
lead succinate,1191-18-0,0,Inactive,0,Inactive
diammonium succinate,2226-88-2,0,Inactive,0,Inactive
cobalt succinate,3267-76-3,0,Inactive,0,Inactive
"Butanedioic acid, sodium salt, hydrate (1:2:6)",6106-21-4,0,Inactive,0,Inactive
"succinic acid, sodium salt",14047-56-4,0,Inactive,0,Inactive
hydroxypropylmethylcellulose acetate succinate,71138-97-1,0,Inactive,0,Inactive
Iminobis-3-propylamine,56-18-8,0,Inactive,0,Inactive
"Formaldehyde, polymer with N-(3-aminopropyl)-1,3-propanediamine and 1,3,5-triazine-2,4,6-triamine",30584-00-0,0,Inactive,0,Inactive
Carbon tetrachloride,56-23-5,0,Inactive,0,Inactive
Cantharidin,56-25-7,0,Inactive,0,Inactive
Hexobarbital,56-29-1,0,Inactive,0,Inactive
"1,3-Diphenyltetramethyldisiloxane",56-33-7,0,Suspicious,0,Suspicious
Tetraethylammonium chloride,56-34-8,0,Inactive,0,Inactive
Tetraethylammonium,66-40-0,0,Inactive,0,Inactive
Tetraethylammonium bromide,71-91-0,0,Inactive,0,Inactive
tetraethylammonium iodide,68-05-3,0,Inactive,0,Inactive
tetraethylammonium hydroxide,77-98-5,0,Inactive,0,Inactive
tetraethylammonium perchlorate,2567-83-1,0,Inactive,0,Inactive
Benzyltriethylammonium chloride,56-37-1,0,Inactive,0,Inactive
Parathion,56-38-2,0,Suspicious,0,Suspicious
Glycine,56-40-6,0,Inactive,0,Inactive
glycine hydrochloride,6000-43-7,0,Inactive,0,Inactive
sodium glycinate,6000-44-8,0,Inactive,0,Inactive
Tetraglycine hydroperiodide,7097-60-1,0,Inactive,0,Inactive
bis(glycinato)copper,13479-54-4,0,Inactive,0,Inactive
Manganese biglycinate,14281-77-7,0,Inactive,0,Inactive
"bis(glycinato-N,O)zinc",14281-83-5,0,Inactive,0,Inactive
"bis(glycinato-N,O)magnesium",14783-68-7,0,Inactive,0,Inactive
cobalt glycinate,17829-66-2,0,Inactive,0,Inactive
ammonium glycinate,29728-27-6,0,Inactive,0,Inactive
calcium glycinate (1:2),35947-07-0,0,Inactive,0,Inactive
"2-Aminoacetic acid
carbonocyanidic acid",32817-15-5,0,Inactive,0,Inactive
Deoxycorticosterone acetate,56-47-3,1,VeryWeak,1,Weak
3-Methylcholanthrene,56-49-5,1,VeryWeak,1,VeryWeak
Diethylstilbestrol,56-53-1,1,Weak,1,Strong
"(Z,E)-Diethylstilbestrol",6898-97-1,1,Weak,1,Strong
Diethylstilbestrol Dipropionate,130-80-3,1,Weak,1,Strong
Quinidine,56-54-2,0,Inactive,0,Inactive
Quinine hydrochloride,130-89-2,0,Inactive,0,Inactive
Quinine,130-95-0,0,Inactive,0,Inactive
Quinine hydrochloride dihydrate,6119-47-7,0,Inactive,0,Inactive
Quinine hydrochloride,7549-43-1,0,Inactive,0,Inactive
Quinine hemisulfate salt monohydrate,207671-44-1,0,Inactive,0,Inactive
quinidine sulphate,50-54-4,0,Inactive,0,Inactive
"tris[(8?,9R)-6-methoxycinchonan-9-ol] bis(arsenate)",549-59-7,0,Inactive,0,Inactive
quinidine hydrogen sulphate,747-45-5,0,Inactive,0,Inactive
quinine sulphate,804-63-7,0,Inactive,0,Inactive
phenobarbital quinidine,1400-48-2,0,Inactive,0,Inactive
QUININE SULFATE,6119-70-6,0,Inactive,0,Inactive
"D-gluconic acid, compound with (9S)-6-methoxycinchonan-9-ol",6587-33-3,0,Inactive,0,Inactive
QUINIDINE SULFATE,6591-63-5,0,Inactive,0,Inactive
quinidine gluconate,7054-25-3,0,Inactive,0,Inactive
"(8?,9R)-6'-methoxycinchonan-9-ol, salt with sulphuric acid",7778-93-0,0,Inactive,0,Inactive
NULL,11010-73-4,0,Inactive,0,Inactive
NULL,12239-42-8,0,Inactive,0,Inactive
quinidine polygalacturonate,27555-34-6,0,Inactive,0,Inactive
Quinine Formate,130-90-5,0,Inactive,0,Inactive
Epiquinidine,572-59-8,0,Inactive,0,Inactive
Epiquinine,572-60-1,0,Inactive,0,Inactive
Quinine Salicylate,750-90-3,0,Inactive,0,Inactive
Benz(a)anthracene,56-55-3,1,Weak,1,Moderate
4-Nitroquinoline-1-oxide,56-57-5,0,Inactive,0,Inactive
Adenosine triphosphate,56-65-5,0,Inactive,0,Inactive
"Adenosine 5'-(tetrahydrogen triphosphate), disodium salt",987-65-5,0,Inactive,0,Inactive
zinc adenosine triphosphate,6602-83-1,0,Inactive,0,Inactive
Coumaphos,56-72-4,0,Inactive,0,Inactive
Chloramphenicol,56-75-7,0,Inactive,0,Inactive
CLORAMFENICOL PANTOTENATE,31342-36-6,0,Inactive,0,Inactive
Thiamphenicol,15318-45-3,0,Inactive,0,Inactive
Glycerol,56-81-5,0,Inactive,0,Inactive
Polyglycerol,25618-55-7,0,Inactive,0,Inactive
"1,2,3-Propanetriol, polymer with 2-(chloromethyl)oxirane",25038-04-4,0,Inactive,0,Inactive
GLYCERIN,29796-42-7,0,Inactive,0,Inactive
"Boric acid (H3BO3), reaction products with glycerol",42220-19-9,0,Inactive,0,Inactive
cremophor EL,63393-92-0,0,Inactive,0,Inactive
"2-Propenenitrile, polymer with methyloxirane polymer with oxirane ether with 1,2,3-propanetriol (3:1)",63791-22-0,0,Inactive,0,Inactive
"1,2,3-Propanetriol, polymer with methyloxirane, oxirane and 1,2-propanediol",68901-28-0,0,Inactive,0,Inactive
"1,2,3-PROPANETRIOL TRINITRATE",55-63-0,0,Inactive,0,Inactive
"1,2,3-PROPANETRIOL, DIACETATE",25395-31-7,0,Inactive,0,Inactive
"PROPANE-1,2,3-TRIOL",8043-29-6,0,Inactive,0,Inactive
L-Aspartic acid,56-84-8,0,Inactive,0,Inactive
D-Aspartic acid,1783-96-6,0,Inactive,0,Inactive
Monosodium aspartate,3792-50-5,0,Inactive,0,Inactive
"L-Aspartic acid, monoammonium salt",130296-88-7,0,Inactive,0,Inactive
"acid D,L-aspart",617-45-8,0,Inactive,0,Inactive
potassium hydrogen DL-aspartate,923-09-1,0,Inactive,0,Inactive
potassium hydrogen aspartate,1115-63-5,0,Inactive,0,Inactive
magnesium dihydrogen di-DL-aspartate,1187-91-3,0,Inactive,0,Inactive
magnesium dihydrogen di-L-aspartate,2068-80-6,0,Inactive,0,Inactive
disodium L-aspartate,5598-53-8,0,Inactive,0,Inactive
"DL-aspartic acid, potassium salt",14434-35-6,0,Inactive,0,Inactive
calcium L-aspartate,21059-46-1,0,Inactive,0,Inactive
"dihydrogen bis[L-aspartato(2-)-N,O1]zincate(2-)",36393-20-1,0,Inactive,0,Inactive
sodium hydrogen DL-aspartate,39557-43-2,0,Inactive,0,Inactive
magnesium DL-aspartate,52101-01-6,0,Inactive,0,Inactive
"Aspartic acid, homopolymer, sodium salt",94525-01-6,0,Inactive,0,Inactive
L-Glutamine,56-85-9,0,Inactive,0,Inactive
D-Glutamine,5959-95-5,0,Inactive,0,Inactive
DL-Glutamine,6899-04-3,0,Inactive,0,Inactive
L-Glutamic acid,56-86-0,0,Inactive,0,Inactive
L-Glutamic acid hydrochloride,138-15-8,0,Inactive,0,Inactive
Sodium l-glutamate,142-47-2,0,Inactive,0,Inactive
DL-Glutamic acid,617-65-2,0,Inactive,0,Inactive
Sodium L-glutamate hydrate,6106-04-3,0,Inactive,0,Inactive
D-Glutamic acid,6893-26-1,0,Inactive,0,Inactive
L-Glutamic acid ammonium salt,7558-63-6,0,Inactive,0,Inactive
DL-Glutamic acid monohydrate,19285-83-7,0,Inactive,0,Inactive
Monopotassium L-glutamate,19473-49-5,0,Inactive,0,Inactive
dl-Monosodium glutamate,32221-81-1,0,Inactive,0,Inactive
sodium L-glutamate,16177-21-2,0,Inactive,0,Inactive
magnesium L-glutamate,18543-68-5,0,Inactive,0,Inactive
"l-Glutamic acid, N-coco acyl derivs., disodium salts",68187-30-4,0,Inactive,0,Inactive
"l-Glutamic acid, N-coco acyl derivs., monosodium salts",68187-32-6,0,Inactive,0,Inactive
(2S)-2-aminopentanedioic acid,26717-13-5,0,Inactive,0,Inactive
Lysine,56-87-1,0,Inactive,0,Inactive
"L-Lysine, monohydrochloride",657-27-2,0,Inactive,0,Inactive
DL-lysine monohydrochloride,70-53-1,0,Inactive,0,Inactive
DL-lysine,70-54-2,0,Inactive,0,Inactive
D-Lysine,923-27-3,0,Inactive,0,Inactive
calcium di(L-lysinate),6150-68-1,0,Inactive,0,Inactive
DL-lysine hydrochloride,22834-80-6,0,Inactive,0,Inactive
Polylysine,25104-18-1,0,Inactive,0,Inactive
"L-Lysine, hydrate (1:1)",39665-12-8,0,Inactive,0,Inactive
L-lysine acetate,52315-76-1,0,Inactive,0,Inactive
L-lysine monoacetate,57282-49-2,0,Inactive,0,Inactive
"5-oxo-DL-proline, compound with DL-lysine (1:1)",97635-56-8,0,Inactive,0,Inactive
"5-oxo-L-proline, compound with DL-lysine (1:1)",97635-57-9,0,Inactive,0,Inactive
Glatiramer Acetate,147245-92-9,0,Inactive,0,Inactive
"(2S)-2,6-diaminohexanoic acid",26714-32-9,0,Inactive,0,Inactive
L-Cystine,56-89-3,0,Inactive,0,Inactive
DL-cystine,923-32-0,0,Inactive,0,Inactive
Benzyltrimethylammonium chloride,56-93-9,0,Inactive,0,Inactive
Benzyltrimethylammonium hydroxide,100-85-6,0,Inactive,0,Inactive
Benzyltrimethylammonium,14800-24-9,0,Inactive,0,Inactive
"Benzenemethanaminium, N,N,N-trimethyl-, iodide",4525-46-6,0,Inactive,0,Inactive
BENZYLTRIMETHYL AMMONIUM BROMIDE,5350-41-4,0,Inactive,0,Inactive
Demecarium bromide,56-94-0,0,Inactive,0,Inactive
Creatine,57-00-1,0,Inactive,0,Inactive
"Glycine, N-(aminoiminomethyl)-N-methyl-, hydrate (1:1)",6020-87-7,0,Inactive,0,Inactive
Glycerophosphoric acid I,57-03-4,0,Inactive,0,Inactive
Dipotassium glycerophosphate,927-19-5,0,Inactive,0,Inactive
sn-Glycerol 3-phosphate,17989-41-2,0,Inactive,0,Inactive
sn-Glycerol 3-phosphate bis(cyclohexylammonium),29849-82-9,0,Inactive,0,Inactive
Calcium glycerophosphate hydrate,398143-83-4,0,Inactive,0,Inactive
"calcium 2,3-hydroxypropyl phosphate",126-95-4,0,Inactive,0,Inactive
magnesium glycerophosphate,927-20-8,0,Inactive,0,Inactive
diiron tris(glycerophosphate),1301-70-8,0,Inactive,0,Inactive
potassium glycerophosphate,1319-69-3,0,Inactive,0,Inactive
calcium glycerol phosphate,1336-00-1,0,Inactive,0,Inactive
disodium ?-glycerophosphate,1555-56-2,0,Inactive,0,Inactive
"1,2,3-Propanetriol, phosphate",12040-65-2,0,Inactive,0,Inactive
calcium glycerophosphate,27214-00-2,0,Inactive,0,Inactive
Sodium glycerophosphate,55073-41-1,0,Inactive,0,Inactive
nickel(2+) glycerol phosphate,67952-69-6,0,Inactive,0,Inactive
"2,3-dihydroxypropyl (dihydrogen phosphate), nickel salt (1:1)",68391-37-7,0,Inactive,0,Inactive
Allyl isothiocyanate,57-06-7,0,Inactive,0,Inactive
"Oils, mustard",8007-40-7,0,Inactive,0,Inactive
Acexamic acid,57-08-9,0,Inactive,0,Inactive
Hexadecyltrimethylammonium bromide,57-09-0,0,Suspicious,1,VeryWeak
"1-Hexadecanaminium, N,N,N-trimethyl-, chloride",112-02-7,0,Suspicious,1,VeryWeak
Hexadecyltrimethylammonium,6899-10-1,0,Suspicious,1,VeryWeak
C14-18-Alkyltrimethyl ammonium chlorides,68002-63-1,0,Suspicious,1,VeryWeak
hexadecyltrimethylammonium hydroxide,505-86-2,0,Suspicious,1,VeryWeak
hexadecyltrimethylammonium methyl sulphate,65060-02-8,0,Suspicious,1,VeryWeak
Hexadecanoic acid,57-10-3,0,Suspicious,1,VeryWeak
Sodium palmitate,408-35-5,0,Suspicious,1,VeryWeak
"Hexadecanoic acid, calcium salt",542-42-7,0,Suspicious,1,VeryWeak
Potassium palmitate,2624-31-9,0,Suspicious,1,VeryWeak
"Fatty acids, C14-18",67701-02-4,0,Suspicious,1,VeryWeak
aluminium tripalmitate,555-35-1,0,Suspicious,1,VeryWeak
ammonium palmitate,593-26-0,0,Suspicious,1,VeryWeak
magnesium dipalmitate,2601-98-1,0,Suspicious,1,VeryWeak
zinc dipalmitate,4991-47-3,0,Suspicious,1,VeryWeak
Ammonium salts of fatty acids (C8-C18saturated),5297-93-8,0,Suspicious,1,VeryWeak
cadmium dipalmitate,6427-86-7,0,Suspicious,1,VeryWeak
nickel(2+) palmitate,13654-40-5,0,Suspicious,1,VeryWeak
cobalt dipalmitate,14582-18-4,0,Suspicious,1,VeryWeak
lead dipalmitate,15773-56-5,0,Suspicious,1,VeryWeak
lead palmitate,19528-55-3,0,Suspicious,1,VeryWeak
lithium palmitate,20466-33-5,0,Suspicious,1,VeryWeak
barium dipalmitate,23410-25-5,0,Suspicious,1,VeryWeak
tris(2-hydroxyethyl)ammonium palmitate,49719-60-0,0,Suspicious,1,VeryWeak
"Hexadecanoic acid, polymer with 2,2-bis(hydroxymethyl)-1,3-propanediol and 4,5,6,7,8,8-hexachloro-3a, 4,7,7a-tetrahydro-4,7-methanoisobenzofuran-1,3-dione",67846-27-9,0,Suspicious,1,VeryWeak
"Hexanedioic acid, polymer with 1,3-butanediol, mixed esters with myristic acid and palmitic acid",68583-85-7,0,Suspicious,1,VeryWeak
Octadecanoic acid,57-11-4,0,Suspicious,1,VeryWeak
Magnesium stearate,557-04-0,0,Suspicious,1,VeryWeak
"Octadecanoic acid, zinc salt",557-05-1,0,Suspicious,1,VeryWeak
Potassium stearate,593-29-3,0,Suspicious,1,VeryWeak
"Octadecanoic acid, aluminum salt",637-12-7,0,Suspicious,1,VeryWeak
Sodium octadecanoate,822-16-2,0,Suspicious,1,VeryWeak
"Octadecanoic acid, ammonium salt",1002-89-7,0,Suspicious,1,VeryWeak
"Octadecanoic acid, lead(2+) salt",1072-35-1,0,Suspicious,1,VeryWeak
"Octadecanoic acid, calcium salt",1592-23-0,0,Suspicious,1,VeryWeak
Lithium octadecanoate,4485-12-5,0,Suspicious,1,VeryWeak
Triethanolamine stearate,4568-28-9,0,Suspicious,1,VeryWeak
"Octadecanoic acid, barium salt",6865-35-6,0,Suspicious,1,VeryWeak
Pentaerythritol stearate,8045-34-9,0,Suspicious,1,VeryWeak
"Octadecanoic acid, cobalt salt",13586-84-0,0,Suspicious,1,VeryWeak
iron tristearate,555-36-2,0,Suspicious,1,VeryWeak
guanidinium thiocyanate,593-84-0,0,Suspicious,1,VeryWeak
mercury distearate,645-99-8,0,Suspicious,1,VeryWeak
cobalt distearate,1002-88-6,0,Suspicious,1,VeryWeak
barium cadmium tetrastearate,1191-79-3,0,Suspicious,1,VeryWeak
"stearic acid, compound with 2-aminoethanol (1:1)",2129-99-9,0,Suspicious,1,VeryWeak
cadmium distearate,2223-93-0,0,Suspicious,1,VeryWeak
nickel(2+) stearate,2223-95-2,0,Suspicious,1,VeryWeak
"stearic acid, compound with 2,2'-iminodiethanol (1:1)",2717-16-0,0,Suspicious,1,VeryWeak
manganese distearate,3353-05-7,0,Suspicious,1,VeryWeak
iron stearate,5136-76-5,0,Suspicious,1,VeryWeak
tin distearate,6994-59-8,0,Suspicious,1,VeryWeak
"stearic acid, lead salt",7428-48-0,0,Suspicious,1,VeryWeak
"stearic acid, copper salt",7617-31-4,0,Suspicious,1,VeryWeak
tin stearate,7637-13-0,0,Suspicious,1,VeryWeak
lead(4+) stearate,7717-46-6,0,Suspicious,1,VeryWeak
"Octadecanoic acid, ester with 1,2,3-propanetriol hexadecanoate",8067-32-1,0,Suspicious,1,VeryWeak
"stearic acid, compound with 1-aminopropan-2-ol (1:1)",10042-65-6,0,Suspicious,1,VeryWeak
"stearic acid, compound with 1,1-iminodi(propan-2-ol) (1:1)",10042-66-7,0,Suspicious,1,VeryWeak
"stearic acid, compound with 1,1,1-nitrilotri(propan-2-ol) (1:1)",10042-67-8,0,Suspicious,1,VeryWeak
CERIUM STEARATE,10119-53-6,0,Suspicious,1,VeryWeak
strontium distearate,10196-69-7,0,Suspicious,1,VeryWeak
zirconium stearate,15844-92-5,0,Suspicious,1,VeryWeak
"Octadecanoic acid, calcium zinc salt",17157-03-8,0,Suspicious,1,VeryWeak
"stearic acid, compound with morpholine (1:1)",22707-25-1,0,Suspicious,1,VeryWeak
sucrose stearate,25168-73-4,0,Suspicious,1,VeryWeak
ACETOSTEARIN,27177-85-1,0,Suspicious,1,VeryWeak
"Octadecanoic acid, compd. with N-butyl-1-butanamine (1:1)",33025-25-1,0,Suspicious,1,VeryWeak
"Oxirane, methyl-, polymer with oxirane, octadecanoate",51668-30-5,0,Suspicious,1,VeryWeak
"Octadecanoic acid, zinc salt, basic",51731-04-5,0,Suspicious,1,VeryWeak
"Sorbitan, octadecanoate (2:3)",51938-44-4,0,Suspicious,1,VeryWeak
Lead stearate dibasic,52652-59-2,0,Suspicious,1,VeryWeak
"2,4,6-TRIS((DIMETHYLAMINO)METHYL)PHENYL TRISTEARATE",64426-45-5,0,Suspicious,1,VeryWeak
"Fatty acids, tallow, hydrogenated, calcium salts",66071-81-6,0,Suspicious,1,VeryWeak
"Octadecanoic acid, polymer with silica and trimethoxy[3-(oxiranylmethoxy)propyl]silane",67953-81-5,0,Suspicious,1,VeryWeak
"Hexanedioic acid, polymer with 2,2-bis(hydroxymethyl)-1,3-propanediol, octadecanoate",68130-34-7,0,Suspicious,1,VeryWeak
"stearic acid, compound with 1-dodecylpiperidine (1:1)",68141-04-8,0,Suspicious,1,VeryWeak
"Hexanedioic acid, polymer with 1,3-butanediol, 1,3-isobenzofurandione and 1,2-propanediol, octadecanoate",68238-78-8,0,Suspicious,1,VeryWeak
"Octadecanoic acid, reaction products with 2-[(2-aminoethyl)amino]ethanol and urea",68412-14-6,0,Suspicious,1,VeryWeak
"Octadecanoic acid, reaction products with acetic acid and tetraethylenepentamine",68585-02-4,0,Suspicious,1,VeryWeak
"Isooctadecanoic acid, reaction products with tetraethylenepentamine",68784-17-8,0,Suspicious,1,VeryWeak
"Octadecanoic acid, reaction products with 2-[(2-aminoethyl)amino]ethanol",68815-50-9,0,Suspicious,1,VeryWeak
"Octadecanoic acid, reaction products with diethylenetriamine, triethyl phosphate and urea",68908-79-2,0,Suspicious,1,VeryWeak
"Hexanedioic acid, polymer with 5-amino-1,3,3-trimethylcyclohexanemethanamine, octadecanoate",69929-45-9,0,Suspicious,1,VeryWeak
"Octadecanoic acid, reaction products with 2-[(2-aminoethyl)amino]ethanol and urea, di-Me sulfate-quaternized",71342-92-2,0,Suspicious,1,VeryWeak
"Octadecanoic acid, reaction products with diethylenetriamine, di-Me sulfate-quaternized",90459-62-4,0,Suspicious,1,VeryWeak
"1,2-Benzenedicarboxylic acid, mixed esters with 3,3'-oxybis[1,2-propanediol] and stearic acid",93384-59-9,0,Suspicious,1,VeryWeak
"stearic acid, compound with ethane-1,2-diamine phosphate",100021-84-9,0,Suspicious,1,VeryWeak
1-Heptadecanecarboxylic acid,134503-33-6,0,Suspicious,1,VeryWeak
Aluminum distearate,300-92-5,0,Suspicious,1,VeryWeak
Aluminum monostearate,7047-84-9,0,Suspicious,1,VeryWeak
Cetrimonium Stearate,124-23-2,0,Suspicious,1,VeryWeak
Cupric Stearate,660-60-6,0,Suspicious,1,VeryWeak
Cyanide,57-12-5,0,Inactive,0,Inactive
Hydrogen cyanide,74-90-8,0,Inactive,0,Inactive
Sodium cyanide,143-33-9,0,Inactive,0,Inactive
Potassium cyanide,151-50-8,0,Inactive,0,Inactive
Potassium silver cyanide,506-61-6,0,Inactive,0,Inactive
Silver cyanide,506-64-9,0,Inactive,0,Inactive
Barium cyanide,542-62-1,0,Inactive,0,Inactive
Copper cyanide,544-92-3,0,Inactive,0,Inactive
Zinc cyanide,557-21-1,0,Inactive,0,Inactive
Calcium cyanide,592-01-8,0,Inactive,0,Inactive
Potassium ferricyanide,13746-66-2,0,Inactive,0,Inactive
Sodium nitroprusside,14402-89-2,0,Inactive,0,Inactive
Tetraammonium hexacyanoferrate,14481-29-9,0,Inactive,0,Inactive
"Ferrate(4-), hexakis(cyano-.kappa.C)-, ammonium iron(3+) (1:1:1), (OC-6-11)-",25869-00-5,0,Inactive,0,Inactive
hexacyanoferrate III,13408-62-3,0,Inactive,0,Inactive
sodium dicyanocuprate,13715-19-0,0,Inactive,0,Inactive
dicalcium hexacyanoferrate,13821-08-4,0,Inactive,0,Inactive
tetrapotassium hexacyanoferrate,13943-58-3,0,Inactive,0,Inactive
disodium tetracyanonickelate(2-),14038-85-8,0,Inactive,0,Inactive
trisodium hexacyanocobaltate,14039-23-7,0,Inactive,0,Inactive
"Cobaltate(3-), hexakis(cyano-?C)-, zinc (2:3), (OC-6-11)-",14049-79-7,0,Inactive,0,Inactive
tricobalt bis[hexa(cyano-C)cobaltate(3-)],14123-08-1,0,Inactive,0,Inactive
tetrasodium hexa(cyano-C)cobaltate(4-),14217-00-6,0,Inactive,0,Inactive
trisodium hexacyanoferrate,14217-21-1,0,Inactive,0,Inactive
dipotassium tetracyanoniccolate,14220-17-8,0,Inactive,0,Inactive
potassium tetrakis(cyano-C)aurate,14263-59-3,0,Inactive,0,Inactive
tripotassium tetra(cyano-C)cuprate(3-),14263-73-1,0,Inactive,0,Inactive
disodium tri(cyano-C)cuprate(2-),14264-31-4,0,Inactive,0,Inactive
cadmium dipotassium tetracyanide,14402-75-6,0,Inactive,0,Inactive
tetrapotassium hexa(cyano-C)cobaltate(4-),14564-70-6,0,Inactive,0,Inactive
dinickel hexacyanoferrate,14874-78-3,0,Inactive,0,Inactive
cobalt tricyanide,14965-99-2,0,Inactive,0,Inactive
trisodium tetra(cyano-C)cuprate(3-),15281-91-1,0,Inactive,0,Inactive
hexa(cyano-C)cobaltate(4-),23209-26-9,0,Inactive,0,Inactive
Urea,57-13-6,0,Inactive,0,Inactive
Carbamide peroxide,124-43-6,0,Inactive,0,Inactive
urea nitrate,124-47-0,0,Inactive,0,Inactive
urea hydrochloride,506-89-8,0,Inactive,0,Inactive
polynoxylin,9011-05-6,0,Inactive,0,Inactive
GLYOXAL-UREA-FORMALDEHYDE CONDENSATE,27013-01-0,0,Inactive,0,Inactive
"Urea, polymer with ammonia and formaldehyde",27967-29-9,0,Inactive,0,Inactive
"Urea, polymer with formaldehyde and methanol",37999-54-5,0,Inactive,0,Inactive
"Sulfurous acid, monosodium salt, polymer with formaldehyde and urea",55348-77-1,0,Inactive,0,Inactive
13C-UREA,58069-82-2,0,Inactive,0,Inactive
"UREA-FORMALDEHYDE RESIN, ISOBUTYLATED",68002-18-6,0,Inactive,0,Inactive
"Urea, polymer with formaldehyde, butylated",68002-19-7,0,Inactive,0,Inactive
"Urea, polymer with formaldehyde, butylated isobutylated",68071-44-3,0,Inactive,0,Inactive
"Urea, polymer with formaldehyde, methylated",68071-45-4,0,Inactive,0,Inactive
"Urea, polymer with formaldehyde, butylated and 2-ethylhexylated",68511-66-0,0,Inactive,0,Inactive
"1,1-Dimethylhydrazine",57-14-7,0,Inactive,0,Inactive
