protein,ideal_ligand,native_ligand,CNN_pose,CNN_VS,RMSD
4ZN7,126-73-8_min,DES_redock_4ZN7,0.6579,2.6955,inf
4ZN7,1222-05-5_min,DES_redock_4ZN7,0.6512,4.4243,inf
4ZN7,298-46-4_min,DES_redock_4ZN7,0.6432,4.2046,inf
4ZN7,36507-30-9_min,DES_redock_4ZN7,0.6270,3.9132,inf
4ZN7,2631-40-5_min,DES_redock_4ZN7,0.6221,3.7689,inf
4ZN7,85-68-7_min,DES_redock_4ZN7,0.6196,3.3789,inf
4ZN7,7374-53-0_min,DES_redock_4ZN7,0.6169,3.5855,inf
4ZN7,144-83-2_min,DES_redock_4ZN7,0.6047,3.6706,inf
4ZN7,28721-07-5_min,DES_redock_4ZN7,0.5927,3.8811,inf
4ZN7,14800-24-9_min,DES_redock_4ZN7,0.5802,2.1362,inf
4ZN7,537-46-2_min,DES_redock_4ZN7,0.5662,2.8989,inf
4ZN7,58-73-1_min,DES_redock_4ZN7,0.5382,3.2503,inf
4ZN7,60207-90-1_min,DES_redock_4ZN7,0.5335,3.9236,inf
4ZN7,29331-92-8_min,DES_redock_4ZN7,0.5320,3.3546,inf
4ZN7,104746-04-5_min,DES_redock_4ZN7,0.5320,3.3546,inf
4ZN7,2163-68-0_min,DES_redock_4ZN7,0.5078,2.6616,inf
4ZN7,122-34-9_min,DES_redock_4ZN7,0.4747,2.7228,inf
4ZN7,2243-62-1_min,DES_redock_4ZN7,0.4661,2.2228,inf
4ZN7,34014-18-1_min,DES_redock_4ZN7,0.4563,2.9564,inf
4ZN7,3930-20-9_min,DES_redock_4ZN7,0.4470,2.7133,inf
4ZN7,58955-93-4_min,DES_redock_4ZN7,0.4464,2.7124,inf
4ZN7,601-57-0_min,DES_redock_4ZN7,0.4438,3.3399,inf
4ZN7,34911-55-2_min,DES_redock_4ZN7,0.4398,2.6615,inf
4ZN7,540-97-6_min,DES_redock_4ZN7,0.4318,1.9968,inf
4ZN7,107534-96-3_min,DES_redock_4ZN7,0.4299,3.1323,inf
4ZN7,97-39-2_min,DES_redock_4ZN7,0.4186,2.7081,inf
4ZN7,10605-21-7_min,DES_redock_4ZN7,0.4043,2.1198,inf
4ZN7,93413-69-5_min,DES_redock_4ZN7,0.3986,2.6711,inf
4ZN7,69335-91-7_min,DES_redock_4ZN7,0.3893,2.7890,inf
4ZN7,1912-24-9_min,DES_redock_4ZN7,0.3805,2.3050,inf
4ZN7,525-66-6_min,DES_redock_4ZN7,0.3751,2.3585,inf
4ZN7,541-02-6_min,DES_redock_4ZN7,0.3684,1.6242,inf
4ZN7,125-71-3_min,DES_redock_4ZN7,0.3231,2.0704,inf
4ZN7,5051-22-9_min,DES_redock_4ZN7,0.2975,1.8948,inf
4ZN7,66722-44-9_min,DES_redock_4ZN7,0.2796,1.6834,inf
4ZN7,16287-71-1_min,DES_redock_4ZN7,0.2748,1.9130,inf
4ZN7,7432-28-2_min,DES_redock_4ZN7,0.2561,1.6109,inf
4ZN7,18684-55-4_min,DES_redock_4ZN7,0.2454,1.4491,inf
4ZN7,134523-00-5_min,DES_redock_4ZN7,0.1784,1.0752,inf
6CBZ,53-16-7_min,EST_redock_6CBZ,0.9874,7.9654,0.5623
6CBZ,474-86-2_min,EST_redock_6CBZ,0.9870,7.9257,0.7749
6CBZ,50-28-2_min,EST_redock_6CBZ,0.9833,8.2554,0.5213
6CBZ,57-91-0_min,EST_redock_6CBZ,0.9790,8.1477,0.6064
6CBZ,50-27-1_min,EST_redock_6CBZ,0.9752,7.9621,0.4214
6CBZ,5696-58-2_min,EST_redock_6CBZ,0.9695,7.5132,0.6458
6CBZ,53-43-0_min,EST_redock_6CBZ,0.9652,7.9192,0.6037
6CBZ,53-63-4_min,EST_redock_6CBZ,0.9643,7.6754,inf
6CBZ,5976-61-4_min,EST_redock_6CBZ,0.9525,7.5988,0.4482
6CBZ,481-29-8_min,EST_redock_6CBZ,0.9522,7.7174,0.5941
6CBZ,84-16-2_min,EST_redock_6CBZ,0.9516,7.8213,inf
6CBZ,56-53-1_min,EST_redock_6CBZ,0.9503,7.7402,inf
6CBZ,84057-84-1_min,EST_redock_6CBZ,0.9412,6.7503,inf
6CBZ,84-17-3_min,EST_redock_6CBZ,0.9376,7.7568,inf
6CBZ,362-05-0_min,EST_redock_6CBZ,0.9303,7.4451,0.6157
6CBZ,57-63-6_min,EST_redock_6CBZ,0.8922,7.3047,0.8486
6CBZ,34816-55-2_min,EST_redock_6CBZ,0.8752,7.4315,0.8863
6CBZ,738-70-5_min,EST_redock_6CBZ,0.8277,6.4864,inf
6CBZ,876-04-0_min,EST_redock_6CBZ,0.8219,4.1637,inf
6CBZ,301-02-0_min,EST_redock_6CBZ,0.8195,6.3242,inf
6CBZ,95-14-7_min,EST_redock_6CBZ,0.8174,3.1375,inf
6CBZ,103-90-2_min,EST_redock_6CBZ,0.8167,3.9288,inf
6CBZ,85-68-7_min,EST_redock_6CBZ,0.8085,5.1112,inf
6CBZ,93413-62-8_min,EST_redock_6CBZ,0.8008,5.4283,inf
6CBZ,126-73-8_min,EST_redock_6CBZ,0.7339,2.9789,inf
6CBZ,58-08-2_min,EST_redock_6CBZ,0.6644,3.3024,inf
6CBZ,2631-40-5_min,EST_redock_6CBZ,0.6480,3.8275,inf
6CBZ,15569-85-4_min,EST_redock_6CBZ,0.6353,3.3494,inf
6CBZ,72-33-3_min,EST_redock_6CBZ,0.6290,4.8885,0.5952
6CBZ,28721-07-5_min,EST_redock_6CBZ,0.6118,3.9406,inf
6CBZ,144-83-2_min,EST_redock_6CBZ,0.6054,3.9572,inf
6CBZ,2163-68-0_min,EST_redock_6CBZ,0.5930,3.0328,inf
6CBZ,34014-18-1_min,EST_redock_6CBZ,0.5908,3.8960,inf
6CBZ,298-46-4_min,EST_redock_6CBZ,0.5643,3.6815,inf
6CBZ,36507-30-9_min,EST_redock_6CBZ,0.5578,3.6441,inf
6CBZ,134-62-3_min,EST_redock_6CBZ,0.5545,2.7901,inf
6CBZ,1222-05-5_min,EST_redock_6CBZ,0.5526,3.6594,inf
6CBZ,60207-90-1_min,EST_redock_6CBZ,0.5506,3.9890,inf
6CBZ,58955-93-4_min,EST_redock_6CBZ,0.5437,3.0477,inf
6CBZ,58-73-1_min,EST_redock_6CBZ,0.5436,3.1655,inf
6CBZ,2243-62-1_min,EST_redock_6CBZ,0.5357,2.5054,inf
6CBZ,104746-04-5_min,EST_redock_6CBZ,0.5335,3.2749,inf
6CBZ,29331-92-8_min,EST_redock_6CBZ,0.5335,3.2749,inf
6CBZ,54-11-5_min,EST_redock_6CBZ,0.5254,2.7849,inf
6CBZ,107534-96-3_min,EST_redock_6CBZ,0.5178,3.7163,inf
6CBZ,10605-21-7_min,EST_redock_6CBZ,0.5077,2.5927,inf
6CBZ,537-46-2_min,EST_redock_6CBZ,0.4965,2.0312,inf
6CBZ,7374-53-0_min,EST_redock_6CBZ,0.4952,2.7793,inf
6CBZ,34911-55-2_min,EST_redock_6CBZ,0.4792,2.7612,inf
6CBZ,42542-10-9_min,EST_redock_6CBZ,0.4716,2.5673,inf
6CBZ,69335-91-7_min,EST_redock_6CBZ,0.4713,2.5522,inf
6CBZ,18684-55-4_min,EST_redock_6CBZ,0.4649,3.1205,inf
6CBZ,525-66-6_min,EST_redock_6CBZ,0.4510,2.8709,inf
6CBZ,97-39-2_min,EST_redock_6CBZ,0.4506,2.9207,inf
6CBZ,601-57-0_min,EST_redock_6CBZ,0.4442,3.3446,inf
6CBZ,122-34-9_min,EST_redock_6CBZ,0.4400,2.3953,inf
6CBZ,14800-24-9_min,EST_redock_6CBZ,0.4196,1.5322,inf
6CBZ,93413-69-5_min,EST_redock_6CBZ,0.4131,2.6366,inf
6CBZ,1912-24-9_min,EST_redock_6CBZ,0.4121,2.3638,inf
6CBZ,5051-22-9_min,EST_redock_6CBZ,0.4019,2.5580,inf
6CBZ,16287-71-1_min,EST_redock_6CBZ,0.4009,2.5031,inf
6CBZ,541-02-6_min,EST_redock_6CBZ,0.3510,1.3306,inf
6CBZ,3930-20-9_min,EST_redock_6CBZ,0.3466,2.1359,inf
6CBZ,540-97-6_min,EST_redock_6CBZ,0.3415,1.4555,inf
6CBZ,66722-44-9_min,EST_redock_6CBZ,0.3289,2.0692,inf
6CBZ,125-71-3_min,EST_redock_6CBZ,0.2095,1.3233,inf
6CBZ,134523-00-5_min,EST_redock_6CBZ,0.1748,1.2158,inf
6CBZ,7432-28-2_min,EST_redock_6CBZ,0.1382,0.8470,inf
